"","DR","CRIMETYPE.1","CRIMETYPE.2","CRIMETYPE.3","CRIMETYPE.4","CRIMETYPE.5","CRIMETYPE.6"
"14532",121916981,AGG,AGG,AGG,AGG,AGG,AGG
"14533",100311051,AGG,AGG,AGG,AGG,AGG,AGG
"14534", 91900924,AGG,AGG,AGG,0,AGG,0
"14535",141608069,AGG,AGG,AGG,AGG,AGG,AGG
"14536",130908636,AGG,AGG,AGG,AGG,AGG,AGG
"14537",141608601,AGG,AGG,AGG,AGG,AGG,AGG
"14538",130223840,AGG,AGG,AGG,AGG,AGG,0
"14539", 91607780,AGG,AGG,AGG,AGG,AGG,AGG
"14540",132117999,AGG,AGG,AGG,AGG,AGG,AGG
"14541",131217657,AGG,AGG,AGG,AGG,AGG,AGG
"14542", 91620137,AGG,AGG,AGG,AGG,AGG,AGG
"14543", 91922884,AGG,AGG,AGG,AGG,AGG,AGG
"14544", 90801267,AGG,AGG,0,AGG,AGG,AGG
"14545",142011513,AGG,AGG,AGG,AGG,AGG,AGG
"14546",140708039,AGG,AGG,AGG,AGG,AGG,AGG
"14547",131420066,AGG,AGG,AGG,AGG,AGG,AGG
"14548",131227327,AGG,AGG,AGG,AGG,AGG,AGG
"14549",111907381,AGG,AGG,AGG,AGG,AGG,AGG
"14550",111216566,AGG,AGG,0,AGG,AGG,AGG
"14551", 91817157,AGG,AGG,AGG,AGG,AGG,AGG
"14552",130206706,AGG,AGG,AGG,AGG,AGG,0
"14553",110106068,AGG,AGG,AGG,AGG,AGG,AGG
"14554",102005767,AGG,AGG,AGG,AGG,AGG,AGG
"14555",131226714,AGG,AGG,AGG,AGG,0,AGG
"14556", 91722355,AGG,AGG,AGG,AGG,AGG,AGG
"14557",120612656,AGG,AGG,AGG,AGG,AGG,AGG
"14558", 91509634,AGG,AGG,AGG,AGG,0,0
"14559",140508491,AGG,AGG,AGG,AGG,AGG,AGG
"14560",101122983,AGG,AGG,AGG,AGG,AGG,AGG
"14561",131614823,AGG,AGG,AGG,AGG,AGG,AGG
"14562", 90328997,AGG,AGG,AGG,AGG,AGG,AGG
"14563",101230240,AGG,AGG,AGG,AGG,AGG,AGG
"14564",102106791,AGG,AGG,AGG,AGG,AGG,AGG
"14565",140212088,AGG,AGG,0,0,AGG,0
"14566",121712675,AGG,AGG,AGG,AGG,AGG,0
"14567",131516667,AGG,AGG,AGG,AGG,AGG,AGG
"14568",120418471,AGG,AGG,0,0,AGG,AGG
"14569",100315427,AGG,0,AGG,AGG,AGG,AGG
"14570",120709680,AGG,AGG,AGG,AGG,AGG,AGG
"14571",111618218,AGG,AGG,AGG,AGG,AGG,AGG
"14572",121422766,AGG,AGG,AGG,AGG,AGG,AGG
"14573",141208101,AGG,AGG,AGG,AGG,AGG,AGG
"14574",140112447,AGG,AGG,AGG,AGG,AGG,AGG
"14575",101319681,AGG,AGG,AGG,AGG,AGG,AGG
"14576", 90614200,AGG,AGG,AGG,AGG,AGG,AGG
"14577",141308817,AGG,AGG,AGG,AGG,AGG,AGG
"14578", 91818674,AGG,AGG,AGG,AGG,AGG,AGG
"14579", 91115856,AGG,AGG,AGG,AGG,0,AGG
"14580", 92107856,AGG,AGG,AGG,AGG,AGG,AGG
"14581",140212903,AGG,AGG,AGG,AGG,AGG,AGG
"14582",110313191,AGG,AGG,AGG,AGG,AGG,AGG
"14583",122116507,AGG,AGG,AGG,AGG,AGG,AGG
"14584",131612995,AGG,AGG,AGG,AGG,AGG,AGG
"14585",141806046,AGG,AGG,AGG,AGG,AGG,AGG
"14586",102011782,AGG,AGG,AGG,AGG,AGG,AGG
"14587",130808775,AGG,AGG,AGG,AGG,AGG,AGG
"14588",101211645,0,AGG,AGG,AGG,0,0
"14589", 91608905,AGG,AGG,AGG,AGG,0,AGG
"14590",131711378,AGG,AGG,AGG,AGG,AGG,AGG
"14591",101012283,AGG,AGG,AGG,AGG,AGG,AGG
"14592",130414741,AGG,0,AGG,AGG,AGG,AGG
"14593",100910968,AGG,AGG,AGG,AGG,AGG,AGG
"14594",100305774,AGG,AGG,AGG,AGG,AGG,AGG
"14595",130910295,AGG,AGG,AGG,AGG,AGG,AGG
"14596",100410079,AGG,AGG,AGG,AGG,AGG,AGG
"14597",130308978,AGG,AGG,AGG,AGG,AGG,AGG
"14598", 90812278,AGG,AGG,AGG,AGG,AGG,AGG
"14599",111017964,AGG,AGG,AGG,AGG,AGG,AGG
"14600", 91511449,AGG,AGG,AGG,AGG,AGG,AGG
"14601",112105601,AGG,0,AGG,AGG,AGG,AGG
"14602",111117198,AGG,AGG,0,AGG,AGG,0
"14603",122021405,AGG,AGG,0,AGG,AGG,AGG
"14604",121911379,AGG,AGG,AGG,AGG,AGG,AGG
"14605",111900845,AGG,AGG,AGG,AGG,AGG,AGG
"14606",131805016,AGG,AGG,AGG,AGG,AGG,AGG
"14607",130308584,AGG,AGG,AGG,AGG,AGG,AGG
"14608",110119680,AGG,AGG,AGG,AGG,AGG,AGG
"14609",111412911,AGG,AGG,AGG,AGG,AGG,AGG
"14610", 92115724,AGG,AGG,AGG,AGG,AGG,0
"14611",140605953,AGG,AGG,AGG,AGG,AGG,AGG
"14612",130511398,AGG,AGG,AGG,AGG,AGG,0
"14613",120912455,AGG,AGG,AGG,AGG,AGG,AGG
"14614",100217383,AGG,AGG,AGG,AGG,AGG,AGG
"14615", 90711004,AGG,AGG,AGG,AGG,AGG,AGG
"14616",121216399,AGG,AGG,0,AGG,0,0
"14617",101923699,AGG,AGG,AGG,AGG,0,0
"14618", 91725123,AGG,AGG,AGG,AGG,AGG,0
"14619",130507856,0,AGG,0,AGG,AGG,AGG
"14620", 90207641,AGG,AGG,0,AGG,AGG,AGG
"14621",131907653,AGG,AGG,AGG,AGG,AGG,AGG
"14622", 91412942,AGG,0,AGG,AGG,AGG,AGG
"14623",130910981,AGG,AGG,AGG,AGG,AGG,AGG
"14624",101010983,AGG,AGG,AGG,AGG,AGG,AGG
"14625",131707602,AGG,AGG,AGG,AGG,AGG,AGG
"14626",131215928,AGG,AGG,AGG,AGG,AGG,AGG
"14627", 90216995,AGG,AGG,AGG,AGG,AGG,AGG
"14628", 90713579,AGG,AGG,AGG,AGG,AGG,AGG
"14629", 90813667,AGG,AGG,AGG,AGG,AGG,AGG
"14630",110514794,AGG,AGG,AGG,AGG,AGG,AGG
"14631",131925406,AGG,AGG,AGG,AGG,AGG,AGG
"14632",101814190,AGG,AGG,AGG,AGG,AGG,AGG
"14633",140313495,AGG,AGG,AGG,AGG,AGG,AGG
"14634",102105252,AGG,0,AGG,AGG,AGG,AGG
"14635",111706513,AGG,AGG,AGG,AGG,AGG,AGG
"14636",130614846,AGG,AGG,AGG,AGG,AGG,0
"14637",121713649,AGG,AGG,AGG,AGG,AGG,AGG
"14638",131427822,AGG,AGG,AGG,AGG,0,AGG
"14639",121618278,AGG,AGG,AGG,AGG,AGG,AGG
"14640",121000537,AGG,AGG,AGG,AGG,0,0
"14641", 91124759,AGG,AGG,AGG,AGG,AGG,AGG
"14642",141314127,AGG,AGG,AGG,AGG,0,AGG
"14643",110510010,AGG,AGG,AGG,AGG,AGG,AGG
"14644",101704641,AGG,AGG,AGG,AGG,AGG,AGG
"14645",110215914,AGG,AGG,AGG,AGG,AGG,AGG
"14646",102025212,AGG,AGG,AGG,AGG,AGG,0
"14647",131510380,AGG,AGG,AGG,AGG,AGG,AGG
"14648",120311904,AGG,AGG,AGG,AGG,AGG,AGG
"14649",100718332,AGG,AGG,AGG,AGG,AGG,0
"14650",120908676,AGG,AGG,AGG,AGG,AGG,AGG
"14651",111813679,AGG,AGG,AGG,AGG,AGG,AGG
"14652",120817433,AGG,AGG,AGG,AGG,AGG,AGG
"14653",110715969,AGG,AGG,AGG,AGG,AGG,AGG
"14654",131216765,AGG,AGG,AGG,AGG,AGG,0
"14655",121429447,AGG,AGG,AGG,AGG,AGG,AGG
"14656",130518939,AGG,AGG,AGG,AGG,AGG,AGG
"14657",112110383,AGG,AGG,AGG,AGG,AGG,AGG
"14658",110604468,AGG,0,0,0,AGG,AGG
"14659",122114656,AGG,AGG,AGG,AGG,AGG,AGG
"14660",141405007,AGG,AGG,AGG,AGG,AGG,AGG
"14661",101326158,AGG,AGG,AGG,AGG,AGG,AGG
"14662",122104656,AGG,AGG,AGG,AGG,AGG,AGG
"14663",102026479,AGG,AGG,AGG,AGG,0,AGG
"14664",111221356,AGG,AGG,AGG,AGG,AGG,AGG
"14665",141607293,AGG,AGG,AGG,AGG,AGG,AGG
"14666", 90327547,AGG,AGG,AGG,AGG,AGG,AGG
"14667",101213159,AGG,AGG,AGG,AGG,AGG,AGG
"14668",110313491,AGG,AGG,AGG,AGG,AGG,AGG
"14669",121504888,AGG,AGG,AGG,AGG,AGG,AGG
"14670", 91322271,AGG,0,AGG,AGG,AGG,0
"14671", 91608199,AGG,AGG,AGG,AGG,AGG,AGG
"14672",131406607,AGG,AGG,AGG,AGG,AGG,AGG
"14673", 91233209,AGG,AGG,AGG,AGG,AGG,AGG
"14674",100213759,AGG,AGG,AGG,AGG,0,0
"14675",101428507,AGG,AGG,AGG,0,0,AGG
"14676", 91225727,AGG,AGG,AGG,0,AGG,0
"14677",131404700,AGG,0,0,AGG,0,AGG
"14678", 90621612,AGG,AGG,AGG,AGG,AGG,AGG
"14679",111719752,AGG,AGG,AGG,AGG,0,AGG
"14680",111806048,AGG,AGG,AGG,AGG,AGG,AGG
"14681", 91310260,AGG,AGG,AGG,AGG,AGG,AGG
"14682",122105530,AGG,AGG,AGG,AGG,AGG,AGG
"14683",121510273,AGG,AGG,AGG,AGG,AGG,AGG
"14684",121220124,AGG,AGG,AGG,AGG,AGG,AGG
"14685", 91116931,AGG,AGG,AGG,AGG,AGG,AGG
"14686",101423449,AGG,AGG,0,AGG,AGG,0
"14687", 91213676,AGG,AGG,AGG,AGG,AGG,AGG
"14688",141213055,AGG,AGG,AGG,AGG,AGG,AGG
"14689",130814204,AGG,AGG,AGG,AGG,AGG,AGG
"14690",100311622,AGG,AGG,AGG,AGG,AGG,AGG
"14691",131922914,AGG,AGG,AGG,AGG,0,0
"14692",111222019,AGG,AGG,AGG,AGG,AGG,AGG
"14693",120607904,AGG,AGG,0,AGG,0,AGG
"14694",100615139,AGG,AGG,AGG,AGG,0,AGG
"14695",121917003,AGG,AGG,AGG,AGG,AGG,AGG
"14696",111705910,AGG,0,0,AGG,0,AGG
"14697",130609048,AGG,AGG,AGG,AGG,0,AGG
"14698",140107234,AGG,AGG,AGG,AGG,0,0
"14699", 90918133,0,AGG,AGG,AGG,AGG,AGG
"14700",112117402,AGG,AGG,AGG,AGG,AGG,AGG
"14701",140100963,AGG,AGG,AGG,AGG,AGG,AGG
"14702",101900527,AGG,AGG,AGG,AGG,0,AGG
"14703",101913761,AGG,AGG,AGG,AGG,AGG,AGG
"14704", 91622899,AGG,AGG,AGG,AGG,AGG,AGG
"14705",111410555,AGG,AGG,AGG,AGG,AGG,AGG
"14706", 90413708,AGG,AGG,AGG,AGG,AGG,AGG
"14707", 91410957,AGG,AGG,AGG,AGG,AGG,AGG
"14708",100408954,AGG,AGG,AGG,AGG,AGG,AGG
"14709",101925453,AGG,AGG,0,AGG,AGG,0
"14710",101517825,AGG,AGG,AGG,AGG,AGG,AGG
"14711",131810466,AGG,AGG,AGG,AGG,AGG,AGG
"14712", 91406256,AGG,AGG,AGG,AGG,AGG,AGG
"14713",120621755,AGG,AGG,AGG,AGG,AGG,AGG
"14714",100617469,AGG,AGG,AGG,0,AGG,AGG
"14715",111423525,AGG,AGG,AGG,AGG,AGG,AGG
"14716",132015948,AGG,AGG,AGG,AGG,AGG,AGG
"14717",101814572,AGG,AGG,AGG,AGG,0,0
"14718",120816234,AGG,AGG,AGG,AGG,AGG,AGG
"14719",101609904,AGG,AGG,AGG,AGG,AGG,AGG
"14720",100100708,AGG,AGG,AGG,AGG,AGG,AGG
"14721",121408155,AGG,AGG,AGG,AGG,AGG,AGG
"14722",130206288,AGG,AGG,0,AGG,AGG,AGG
"14723",130315726,AGG,AGG,AGG,AGG,AGG,AGG
"14724",101316137,AGG,0,AGG,AGG,AGG,AGG
"14725",131206560,AGG,AGG,AGG,AGG,AGG,AGG
"14726",100100891,AGG,AGG,AGG,AGG,AGG,AGG
"14727", 91224091,AGG,AGG,AGG,0,AGG,AGG
"14728",122008646,AGG,AGG,AGG,AGG,0,AGG
"14729",141907661,AGG,AGG,AGG,AGG,AGG,AGG
"14730",111907387,AGG,AGG,AGG,AGG,AGG,AGG
"14731",120517449,AGG,AGG,AGG,AGG,AGG,AGG
"14732",120217237,AGG,AGG,AGG,AGG,AGG,AGG
"14733",100318227,AGG,AGG,0,AGG,AGG,AGG
"14734",131720543,AGG,AGG,AGG,AGG,AGG,AGG
"14735", 91507791,AGG,AGG,AGG,AGG,AGG,AGG
"14736",130811966,AGG,AGG,AGG,AGG,AGG,AGG
"14737", 91608166,AGG,AGG,0,AGG,AGG,AGG
"14738",120716900,AGG,AGG,AGG,AGG,AGG,AGG
"14739",110106587,AGG,AGG,AGG,AGG,AGG,AGG
"14740",120307232,AGG,AGG,AGG,AGG,AGG,AGG
"14741", 91316438,AGG,AGG,AGG,AGG,AGG,AGG
"14742",101317778,AGG,AGG,AGG,AGG,AGG,0
"14743",110816455,AGG,AGG,AGG,AGG,AGG,AGG
"14744",121818356,AGG,AGG,0,AGG,AGG,AGG
"14745",111801030,AGG,AGG,AGG,AGG,AGG,AGG
"14746", 91800842,AGG,AGG,AGG,AGG,AGG,AGG
"14747",101621190,AGG,AGG,AGG,AGG,AGG,AGG
"14748",101216160,AGG,AGG,AGG,AGG,AGG,AGG
"14749", 91108766,0,AGG,AGG,AGG,AGG,AGG
"14750",100714108,AGG,AGG,AGG,AGG,AGG,AGG
"14751",140405825,AGG,AGG,AGG,AGG,AGG,AGG
"14752",131812631,AGG,AGG,AGG,AGG,AGG,AGG
"14753",141905239,0,AGG,AGG,AGG,AGG,AGG
"14754",140913045,AGG,AGG,AGG,AGG,AGG,AGG
"14755",101504909,AGG,AGG,AGG,AGG,AGG,AGG
"14756",140611462,AGG,AGG,AGG,AGG,AGG,AGG
"14757",100314374,AGG,AGG,AGG,AGG,AGG,0
"14758", 90620960,AGG,AGG,AGG,AGG,AGG,AGG
"14759",130309407,AGG,AGG,AGG,AGG,AGG,AGG
"14760",110213008,AGG,AGG,AGG,AGG,AGG,AGG
"14761",120707643,AGG,AGG,AGG,AGG,AGG,AGG
"14762",111904332,AGG,AGG,AGG,AGG,AGG,AGG
"14763", 91907999,AGG,AGG,AGG,AGG,AGG,AGG
"14764",120623855,AGG,AGG,AGG,AGG,AGG,AGG
"14765",131005669,AGG,AGG,0,AGG,AGG,0
"14766",130513461,AGG,AGG,AGG,AGG,AGG,AGG
"14767",140906243,AGG,AGG,AGG,AGG,0,0
"14768",121110872,AGG,AGG,AGG,AGG,AGG,AGG
"14769", 91814493,AGG,AGG,AGG,AGG,AGG,AGG
"14770",141415959,AGG,AGG,AGG,AGG,AGG,AGG
"14771", 90705503,AGG,AGG,AGG,AGG,AGG,AGG
"14772",120111421,AGG,AGG,AGG,AGG,AGG,0
"14773",102107325,AGG,AGG,AGG,AGG,AGG,AGG
"14774",111921556,AGG,AGG,AGG,AGG,AGG,AGG
"14775",140206564,AGG,AGG,AGG,AGG,0,0
"14776",121800563,AGG,AGG,AGG,AGG,AGG,AGG
"14777",131112758,AGG,AGG,0,AGG,AGG,AGG
"14778", 91521437,AGG,AGG,AGG,AGG,AGG,AGG
"14779",121509634,AGG,AGG,AGG,AGG,AGG,AGG
"14780",131713908,AGG,AGG,AGG,AGG,AGG,AGG
"14781",130125430,AGG,AGG,AGG,AGG,AGG,AGG
"14782", 91909475,AGG,AGG,AGG,AGG,AGG,AGG
"14783",100104205,AGG,AGG,AGG,AGG,0,AGG
"14784",111513737,AGG,AGG,AGG,AGG,AGG,AGG
"14785",121713946,AGG,AGG,AGG,AGG,AGG,AGG
"14786",100814059,0,AGG,AGG,AGG,AGG,AGG
"14787",141407711,AGG,AGG,AGG,AGG,AGG,AGG
"14788",121221161,AGG,AGG,AGG,AGG,AGG,AGG
"14789",101505174,AGG,AGG,AGG,AGG,AGG,AGG
"14790",120114491,AGG,AGG,AGG,AGG,AGG,AGG
"14791",130805010,AGG,AGG,AGG,AGG,AGG,AGG
"14792", 91724296,AGG,AGG,AGG,AGG,AGG,AGG
"14793",100505486,AGG,AGG,AGG,AGG,AGG,AGG
"14794",131406889,0,AGG,AGG,AGG,0,AGG
"14795",131104375,AGG,AGG,AGG,AGG,AGG,AGG
"14796",111221920,AGG,AGG,AGG,AGG,AGG,AGG
"14797",141711135,AGG,AGG,AGG,AGG,0,AGG
"14798",121309361,AGG,AGG,AGG,AGG,AGG,AGG
"14799",131300859,AGG,AGG,AGG,AGG,AGG,AGG
"14800",101924212,AGG,AGG,AGG,AGG,AGG,AGG
"14801",121816158,AGG,AGG,AGG,AGG,AGG,AGG
"14802",132104358,AGG,AGG,AGG,AGG,AGG,AGG
"14803",130107474,AGG,AGG,AGG,AGG,AGG,AGG
"14804",121119233,AGG,AGG,AGG,AGG,AGG,AGG
"14805",110327380,AGG,AGG,AGG,AGG,AGG,AGG
"14806",122107549,0,AGG,AGG,AGG,AGG,AGG
"14807",111717202,AGG,AGG,AGG,AGG,AGG,AGG
"14808",121212328,AGG,AGG,AGG,AGG,AGG,AGG
"14809",120123661,AGG,AGG,0,AGG,AGG,0
"14810",111721281,AGG,AGG,AGG,AGG,0,AGG
"14811",130912860,0,AGG,AGG,AGG,0,AGG
"14812",131808721,AGG,AGG,AGG,AGG,AGG,AGG
"14813", 91510431,0,AGG,AGG,AGG,AGG,AGG
"14814",120710416,AGG,AGG,AGG,AGG,AGG,AGG
"14815",111222182,AGG,AGG,AGG,AGG,AGG,AGG
"14816",110404663,AGG,AGG,AGG,AGG,AGG,AGG
"14817",111006710,AGG,AGG,AGG,AGG,0,AGG
"14818",131214604,AGG,AGG,AGG,AGG,AGG,AGG
"14819",131904310,AGG,AGG,AGG,AGG,AGG,AGG
"14820",102005274,AGG,AGG,AGG,AGG,AGG,AGG
"14821",141207775,AGG,AGG,AGG,AGG,0,0
"14822",131223817,AGG,AGG,AGG,AGG,AGG,AGG
"14823",141509279,AGG,AGG,AGG,AGG,AGG,AGG
"14824",100321070,AGG,AGG,AGG,AGG,AGG,AGG
"14825", 91821128,AGG,AGG,AGG,AGG,AGG,AGG
"14826",131000798,AGG,AGG,AGG,AGG,AGG,AGG
"14827",101716130,AGG,AGG,AGG,AGG,AGG,AGG
"14828",120108941,AGG,AGG,AGG,AGG,AGG,AGG
"14829",111920937,0,AGG,AGG,AGG,AGG,AGG
"14830",131508909,AGG,AGG,AGG,AGG,AGG,0
"14831",131611136,AGG,0,AGG,AGG,AGG,AGG
"14832", 91325661,0,AGG,AGG,AGG,AGG,0
"14833",112008119,AGG,AGG,AGG,AGG,AGG,AGG
"14834", 91221582,AGG,AGG,0,AGG,AGG,0
"14835",110607220,AGG,AGG,AGG,AGG,AGG,AGG
"14836",102020949,0,AGG,AGG,AGG,AGG,AGG
"14837",100219191,AGG,0,AGG,AGG,AGG,AGG
"14838",130700899,AGG,AGG,AGG,AGG,AGG,AGG
"14839",101718211,AGG,AGG,AGG,AGG,AGG,AGG
"14840",110101089,AGG,0,0,AGG,AGG,AGG
"14841",140213398,AGG,0,AGG,0,AGG,0
"14842", 91410972,AGG,AGG,AGG,AGG,AGG,AGG
"14843",131609638,0,AGG,AGG,AGG,AGG,AGG
"14844",130621354,0,AGG,AGG,AGG,0,AGG
"14845",130415222,AGG,AGG,AGG,AGG,AGG,AGG
"14846", 91523547,AGG,AGG,AGG,AGG,AGG,AGG
"14847",120915557,AGG,AGG,AGG,AGG,AGG,AGG
"14848",102022974,0,AGG,AGG,AGG,0,0
"14849",111308433,AGG,AGG,AGG,AGG,AGG,0
"14850",101006464,AGG,AGG,AGG,AGG,AGG,AGG
"14851",122005824,AGG,0,0,AGG,0,AGG
"14852", 91212936,AGG,AGG,AGG,AGG,0,AGG
"14853",100319502,AGG,AGG,AGG,AGG,AGG,AGG
"14854",131210142,AGG,AGG,AGG,AGG,AGG,AGG
"14855",121217004,AGG,0,0,AGG,AGG,0
"14856",141509319,AGG,AGG,AGG,AGG,AGG,AGG
"14857",101014755,AGG,AGG,AGG,AGG,AGG,0
"14858",130713278,AGG,AGG,AGG,AGG,AGG,AGG
"14859",101924190,AGG,AGG,AGG,AGG,AGG,AGG
"14860",111921090,AGG,AGG,AGG,AGG,AGG,AGG
"14861",110221154,AGG,AGG,AGG,AGG,AGG,AGG
"14862", 90904288,AGG,AGG,AGG,AGG,AGG,AGG
"14863", 91523035,AGG,AGG,AGG,AGG,AGG,AGG
"14864",121011077,AGG,0,0,AGG,AGG,AGG
"14865",111221147,AGG,AGG,AGG,AGG,AGG,AGG
"14866",100923521,0,AGG,AGG,AGG,AGG,0
"14867",141510600,AGG,AGG,AGG,AGG,AGG,AGG
"14868",132120142,AGG,AGG,AGG,AGG,AGG,AGG
"14869",120507124,AGG,AGG,AGG,AGG,AGG,AGG
"14870",130320239,AGG,AGG,AGG,0,AGG,0
"14871",101909097,AGG,AGG,AGG,AGG,AGG,AGG
"14872",111616584,AGG,AGG,AGG,AGG,AGG,AGG
"14873",141804952,AGG,0,0,AGG,0,AGG
"14874",131210983,AGG,AGG,AGG,AGG,0,AGG
"14875",100321067,AGG,AGG,AGG,AGG,AGG,AGG
"14876",100811142,AGG,AGG,AGG,AGG,AGG,AGG
"14877",110716739,0,AGG,AGG,AGG,0,AGG
"14878",111612423,AGG,AGG,AGG,AGG,AGG,AGG
"14879", 91504228,AGG,AGG,AGG,AGG,AGG,AGG
"14880",121016995,AGG,AGG,AGG,AGG,0,AGG
"14881",100507762,AGG,AGG,AGG,AGG,AGG,AGG
"14882", 90612109,AGG,AGG,AGG,AGG,AGG,AGG
"14883",131510329,AGG,AGG,AGG,AGG,0,0
"14884",101809313,AGG,0,AGG,AGG,AGG,AGG
"14885",111206942,AGG,0,0,AGG,AGG,AGG
"14886",120311004,AGG,AGG,AGG,AGG,AGG,AGG
"14887",111115962,AGG,AGG,AGG,AGG,AGG,AGG
"14888",111522194,AGG,AGG,AGG,AGG,AGG,AGG
"14889",130518612,AGG,AGG,AGG,AGG,AGG,AGG
"14890",111214276,0,AGG,AGG,AGG,AGG,AGG
"14891",130623193,AGG,AGG,AGG,AGG,0,AGG
"14892",110309697,AGG,AGG,AGG,AGG,AGG,AGG
"14893",101823683,AGG,AGG,AGG,AGG,AGG,AGG
"14894",110301373,AGG,AGG,AGG,AGG,AGG,AGG
"14895",101609724,AGG,AGG,AGG,AGG,AGG,AGG
"14896",101315483,AGG,AGG,AGG,AGG,AGG,AGG
"14897",141508484,AGG,AGG,AGG,AGG,AGG,0
"14898",101309905,AGG,AGG,AGG,AGG,0,0
"14899",110115209,AGG,AGG,AGG,AGG,AGG,AGG
"14900", 90418291,AGG,AGG,AGG,AGG,AGG,AGG
"14901", 91901515,AGG,AGG,AGG,AGG,AGG,AGG
"14902",111223584,AGG,AGG,AGG,AGG,AGG,AGG
"14903",131322111,AGG,AGG,AGG,AGG,AGG,AGG
"14904",110626675,AGG,AGG,AGG,AGG,AGG,AGG
"14905",111714413,AGG,AGG,AGG,AGG,AGG,AGG
"14906",120207541,AGG,0,0,AGG,AGG,AGG
"14907", 91813214,AGG,AGG,AGG,0,AGG,0
"14908",102009139,AGG,AGG,AGG,AGG,AGG,AGG
"14909",110323796,AGG,AGG,AGG,AGG,AGG,AGG
"14910",102017240,AGG,AGG,AGG,AGG,0,0
"14911", 91305037,AGG,AGG,AGG,AGG,AGG,0
"14912",111221836,AGG,AGG,AGG,AGG,AGG,AGG
"14913", 91232041,AGG,AGG,AGG,AGG,AGG,AGG
"14914", 91807915,AGG,AGG,AGG,AGG,AGG,AGG
"14915",100222216,AGG,AGG,AGG,AGG,AGG,AGG
"14916",120922078,AGG,AGG,AGG,AGG,AGG,AGG
"14917",111810929,AGG,AGG,AGG,AGG,AGG,AGG
"14918",131418249,AGG,AGG,AGG,AGG,AGG,AGG
"14919",132106561,AGG,0,0,0,AGG,AGG
"14920",141206469,AGG,AGG,0,AGG,AGG,0
"14921",122117162,AGG,AGG,AGG,AGG,AGG,AGG
"14922",131514957,0,AGG,AGG,AGG,AGG,0
"14923",110913383,AGG,AGG,AGG,AGG,AGG,AGG
"14924",100804165,AGG,AGG,AGG,AGG,AGG,AGG
"14925",111406031,AGG,AGG,AGG,0,AGG,AGG
"14926",131212832,AGG,AGG,0,AGG,AGG,AGG
"14927",111808093,AGG,0,AGG,AGG,AGG,AGG
"14928",132014938,AGG,0,AGG,AGG,AGG,AGG
"14929",121416330,AGG,AGG,AGG,0,AGG,0
"14930",121923506,AGG,AGG,AGG,AGG,AGG,AGG
"14931",140406362,AGG,0,AGG,AGG,0,AGG
"14932",121429589,AGG,AGG,AGG,AGG,0,AGG
"14933",120212201,AGG,0,0,0,AGG,AGG
"14934",140905966,AGG,AGG,AGG,AGG,AGG,AGG
"14935",120916615,AGG,AGG,AGG,0,AGG,0
"14936",140407388,AGG,0,0,AGG,AGG,AGG
"14937", 90718229,AGG,AGG,AGG,AGG,AGG,AGG
"14938",131924148,AGG,AGG,AGG,AGG,AGG,0
"14939", 91805066,AGG,AGG,AGG,AGG,AGG,AGG
"14940",131210905,AGG,AGG,AGG,AGG,AGG,AGG
"14941",120808983,AGG,AGG,AGG,AGG,AGG,AGG
"14942",130809057,AGG,AGG,AGG,AGG,0,AGG
"14943",131216658,AGG,AGG,0,AGG,AGG,0
"14944", 90514376,AGG,AGG,AGG,AGG,AGG,AGG
"14945", 91412859,0,AGG,AGG,AGG,0,AGG
"14946",140404385,AGG,AGG,AGG,AGG,0,0
"14947", 91009673,AGG,AGG,AGG,AGG,AGG,AGG
"14948", 90326914,AGG,AGG,AGG,0,AGG,AGG
"14949",110907527,AGG,AGG,AGG,AGG,AGG,AGG
"14950", 90511822,AGG,AGG,AGG,AGG,AGG,AGG
"14951", 90806140,AGG,AGG,AGG,AGG,AGG,AGG
"14952", 91612964,AGG,AGG,AGG,AGG,AGG,AGG
"14953",101723050,AGG,AGG,AGG,AGG,AGG,AGG
"14954",130317838,AGG,AGG,AGG,AGG,0,AGG
"14955",102024548,AGG,AGG,AGG,0,AGG,0
"14956",140309793,0,AGG,AGG,AGG,AGG,AGG
"14957",111605850,AGG,AGG,AGG,AGG,AGG,AGG
"14958",142108022,AGG,AGG,AGG,AGG,AGG,AGG
"14959",101308994,AGG,AGG,AGG,AGG,AGG,AGG
"14960",130518938,AGG,AGG,AGG,AGG,AGG,AGG
"14961", 90612553,AGG,AGG,AGG,AGG,AGG,AGG
"14962",130300860,AGG,AGG,AGG,AGG,AGG,AGG
"14963",140107208,AGG,AGG,AGG,AGG,AGG,AGG
"14964",121213489,AGG,0,0,0,AGG,AGG
"14965",100419382,AGG,AGG,AGG,0,AGG,0
"14966",101428097,AGG,AGG,AGG,AGG,AGG,AGG
"14967",121713278,AGG,AGG,AGG,AGG,AGG,AGG
"14968",111906830,AGG,AGG,AGG,AGG,AGG,AGG
"14969", 90313562,AGG,0,0,AGG,AGG,AGG
"14970", 91921101,AGG,AGG,AGG,AGG,AGG,AGG
"14971", 90329941,AGG,AGG,AGG,AGG,AGG,AGG
"14972",111812443,AGG,AGG,AGG,AGG,AGG,AGG
"14973",121613862,AGG,AGG,AGG,AGG,AGG,AGG
"14974",130605233,AGG,AGG,AGG,AGG,AGG,AGG
"14975",121006379,AGG,AGG,AGG,AGG,AGG,AGG
"14976",111507319,AGG,AGG,AGG,AGG,AGG,AGG
"14977",111316884,AGG,AGG,0,AGG,AGG,0
